name,country,howstatid,iccid,role,rank,icc_role,rating,format
Joylord Gumbie,ZIM,7323,,batsman,-1,-1,-1
Luke Jongwe,ZIM,4319,,Allrounder,-1,-1,-1
Clive Madande,ZIM,6654,,batsman,-1,-1,-1
Wessly Madhevere,ZIM,5830,,Allrounder,-1,-1,-1
Tadiwanashe Marumani,ZIM,5992,,batsman,-1,-1,-1
Blessing Muzarabani,ZIM,4719,,Bowler,-1,-1,-1
Sikandar Raza,ZIM,4022,,Allrounder,-1,-1,-1
Sean Williams,ZIM,3270,,batsman,-1,-1,-1
Regis Chakabva,ZIM,3622,,batsman,-1,-1,-1
Faraz Akram,ZIM,5923,,Allrounder,-1,-1,-1
Tinashe Kamunhukamwe,ZIM,4804,,batsman,-1,-1,-1
Nyasha Mayavo,ZIM,7613,,batsman,-1,-1,-1
Carl Mumba,ZIM,4600,,Allrounder,-1,-1,-1
Tony Munyonga,ZIM,5473,,Allrounder,-1,-1,-1
Ainsley Ndlovu,ZIM,5249,,BOWLER,-1,-1,-1
Nick Welch,ZIM,7611,,batsman,-1,-1,-1
